meeting_hours_per_week,meeting_counts_per_week,messages_sent_per_day,messages_received_per_day,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,task_comment_sentiment_mean,logged_hours_per_week,variance_in_work_hours,late_start_count_per_month,early_exit_count_per_month,absenteeism_rate,avg_break_length_minutes,performance_score,burnout_risk_score
5.0,16,106,112,7.4,0.3,0.258,0.94,10.3,27,24,0.9,1.3,0.16,0.16,38.7,1.06,0,1,0.029,58.4,0.73,0.35
4.7,11,106,111,3.2,0.51,0.232,0.95,8.7,21,20,0.96,7.3,0.06,-0.45,37.8,2.49,2,3,0.066,46.3,0.69,0.47
8.5,17,101,100,6.1,0.21,0.117,1.0,14.5,30,22,0.74,2.7,0.22,-0.38,41.4,1.51,2,0,0.041,55.1,0.64,0.44
12.2,12,79,126,19.7,0.25,0.21,0.62,6.3,26,24,0.92,10.5,0.04,0.14,35.0,1.94,2,1,0.037,30.0,0.74,0.4
10.8,7,20,79,13.7,0.35,0.248,0.6,14.1,22,21,0.98,5.2,0.01,-0.0,45.1,1.5,1,1,0.028,45.0,0.74,0.53
3.3,11,63,110,14.6,0.28,0.047,0.6,14.8,27,22,0.83,4.6,0.15,0.59,39.2,2.0,5,0,0.054,55.6,0.78,0.15
5.0,12,64,52,15.9,0.48,0.252,1.21,17.4,28,22,0.79,7.6,0.19,-0.54,40.9,0.45,1,2,0.048,60.4,0.58,0.5
10.8,15,55,112,19.2,0.54,0.126,0.6,6.4,18,16,0.9,3.0,0.04,0.73,43.7,1.15,3,1,0.03,32.1,0.85,0.3
5.1,8,83,158,1.1,0.09,0.049,0.6,5.0,22,17,0.77,7.7,0.24,0.27,41.1,1.24,4,0,0.061,43.8,0.7,0.22
7.3,8,69,70,3.9,0.62,0.288,0.97,13.4,27,22,0.82,4.6,0.16,0.21,37.3,1.24,2,1,0.03,30.0,0.74,0.34
9.7,13,59,77,6.0,0.34,0.023,0.76,10.6,26,25,0.97,4.2,0.0,0.53,48.0,1.76,3,1,0.047,39.2,0.83,0.27
5.1,13,53,78,7.7,0.21,0.25,0.67,26.5,23,20,0.88,5.7,0.15,0.07,35.9,1.79,2,0,0.031,49.7,0.74,0.33
8.3,10,62,103,8.5,0.29,0.023,0.6,14.3,28,20,0.73,2.7,0.3,-0.71,35.0,1.46,1,0,0.009,60.5,0.54,0.45
4.0,13,108,68,7.8,0.41,0.257,1.4,12.3,16,13,0.8,5.4,0.19,0.07,45.5,1.48,4,0,0.013,58.6,0.72,0.34
6.2,13,63,112,11.1,0.22,0.02,0.6,11.1,25,22,0.89,7.0,0.2,-0.55,36.2,2.72,0,3,0.053,48.3,0.69,0.34
9.0,15,67,125,10.2,0.43,0.369,0.6,5.9,20,17,0.84,1.0,0.27,-0.32,47.0,1.66,3,0,0.065,35.2,0.61,0.5
3.2,9,68,116,6.4,0.24,0.211,0.6,14.8,26,23,0.9,9.3,0.13,-0.05,43.5,0.39,2,1,0.037,42.9,0.74,0.34
9.3,7,88,46,1.0,0.69,0.049,1.4,11.6,23,21,0.93,8.4,0.05,-0.22,43.1,1.89,2,1,0.026,83.1,0.7,0.44
7.9,8,91,129,5.0,0.19,0.048,0.7,11.6,26,22,0.84,1.0,0.17,0.21,39.7,1.78,1,2,0.027,30.0,0.72,0.27
9.7,16,20,128,7.3,0.26,0.334,0.6,12.5,19,19,1.0,1.0,0.0,0.04,38.7,2.08,0,2,0.048,30.0,0.73,0.51
8.7,13,105,124,8.8,0.54,0.182,0.84,13.1,24,23,0.97,8.5,0.0,0.22,40.5,1.8,2,1,0.037,47.6,0.81,0.3
12.1,16,115,111,4.4,0.54,0.144,1.03,5.0,21,15,0.72,8.3,0.2,-0.1,38.5,1.05,5,1,0.0,55.6,0.68,0.48
8.4,13,53,106,7.5,0.29,0.233,0.6,16.2,24,19,0.78,7.9,0.19,-0.05,46.8,1.95,3,0,0.062,58.0,0.64,0.46
6.7,20,55,130,4.3,0.67,0.074,0.6,7.8,30,24,0.79,1.7,0.15,-0.31,39.0,1.55,1,1,0.011,49.3,0.62,0.38
8.4,13,68,157,9.4,0.08,0.091,0.6,11.3,30,23,0.76,11.5,0.28,-0.53,44.0,2.02,2,1,0.054,30.0,0.57,0.54
9.6,14,61,71,4.6,0.31,0.245,0.85,18.4,26,21,0.79,3.7,0.17,-0.12,46.0,2.27,2,1,0.028,41.7,0.66,0.55
8.1,9,85,132,5.8,0.24,0.013,0.64,20.9,19,16,0.83,6.7,0.19,-0.38,38.5,1.44,1,1,0.046,30.0,0.67,0.34
8.1,18,31,97,3.5,0.31,0.051,0.6,5.0,26,19,0.72,6.8,0.3,0.22,43.5,1.94,4,1,0.068,50.9,0.65,0.19
5.9,8,52,96,9.2,0.19,0.113,0.6,12.2,19,14,0.74,10.8,0.3,-0.61,38.4,2.02,1,1,0.012,51.8,0.57,0.4
6.0,12,118,53,5.7,0.33,0.142,1.4,13.4,29,21,0.73,6.4,0.25,0.55,41.3,1.58,2,2,0.062,43.1,0.74,0.17
3.8,8,56,91,14.5,0.12,0.113,0.61,5.0,17,12,0.71,7.2,0.3,-0.11,40.2,2.48,1,3,0.003,30.0,0.61,0.27
13.2,9,111,70,12.0,0.3,0.039,1.4,16.0,24,20,0.84,5.8,0.17,-0.05,39.2,2.02,1,1,0.074,32.7,0.67,0.53
4.3,14,88,86,9.7,0.27,0.027,1.01,12.6,27,22,0.8,2.4,0.26,-0.33,42.6,1.21,2,2,0.016,30.0,0.69,0.46
5.9,15,34,67,6.0,0.35,0.059,0.6,13.0,27,26,0.98,1.0,0.06,0.24,37.1,1.63,3,3,0.064,44.2,0.78,0.19
5.8,11,95,86,11.9,0.29,0.107,1.09,7.4,28,20,0.73,6.1,0.3,-0.26,45.7,1.93,1,2,0.005,90.0,0.64,0.4
10.7,10,77,87,13.5,0.22,0.036,0.88,14.1,25,24,0.98,1.8,0.0,0.19,37.7,2.46,3,2,0.026,43.5,0.78,0.35
7.1,13,68,102,10.7,0.15,0.122,0.66,16.2,31,23,0.73,7.1,0.24,0.11,36.9,1.81,1,1,0.051,38.7,0.67,0.32
11.7,18,86,51,18.0,0.4,0.063,1.4,12.6,24,21,0.89,6.4,0.17,0.13,41.0,1.64,4,3,0.053,48.3,0.76,0.32
6.0,17,91,56,12.3,0.24,0.084,1.4,9.4,22,17,0.77,6.4,0.25,0.22,40.5,2.13,1,0,0.056,30.0,0.65,0.33
8.8,14,97,110,14.6,0.45,0.085,0.87,9.8,25,24,0.95,2.8,0.05,0.22,43.4,1.39,1,2,0.028,30.0,0.77,0.38
5.5,8,109,76,10.7,0.22,0.087,1.4,13.1,27,19,0.72,9.1,0.26,-0.44,42.3,1.01,4,0,0.053,35.7,0.57,0.37
14.4,6,90,132,13.4,0.14,0.092,0.68,12.2,19,19,0.99,7.4,0.05,-0.58,35.5,1.85,1,2,0.034,58.3,0.7,0.64
4.4,7,45,106,6.0,0.09,0.049,0.6,16.5,23,16,0.71,2.5,0.19,-0.02,45.9,1.31,0,0,0.045,50.0,0.7,0.22
8.9,15,68,118,7.7,0.2,0.139,0.6,9.6,19,15,0.77,12.2,0.27,-0.1,40.9,2.86,0,2,0.044,42.6,0.66,0.32
9.9,7,150,142,11.7,0.65,0.146,1.05,5.9,22,18,0.84,5.4,0.17,0.51,43.0,1.63,1,0,0.013,56.2,0.81,0.32
9.2,8,98,90,11.7,0.1,0.154,1.08,13.8,25,23,0.93,2.0,0.05,0.02,50.0,1.85,0,0,0.068,70.6,0.78,0.45
7.4,16,139,82,12.5,0.14,0.049,1.4,9.6,26,26,0.99,3.7,0.04,0.17,47.1,1.19,4,1,0.069,56.0,0.82,0.31
7.6,14,114,126,15.5,0.28,0.004,0.9,15.9,29,24,0.83,1.5,0.15,0.18,42.8,2.13,0,0,0.016,30.0,0.77,0.34
8.1,14,86,115,2.9,0.21,0.227,0.74,12.0,28,26,0.93,10.1,0.07,0.18,36.5,1.49,1,1,0.033,30.0,0.79,0.31
7.6,13,87,94,5.1,0.3,0.014,0.92,15.3,21,19,0.92,9.2,0.08,0.27,36.6,1.44,2,0,0.037,30.0,0.83,0.31
10.9,17,79,141,11.1,0.4,0.116,0.6,6.9,32,28,0.87,8.2,0.17,-0.31,46.6,1.45,5,0,0.044,58.0,0.7,0.54
14.6,8,36,93,6.4,0.62,0.181,0.6,12.7,27,24,0.91,7.7,0.1,-0.29,40.4,0.85,1,2,0.002,33.6,0.73,0.66
6.3,9,80,100,26.9,0.21,0.301,0.79,8.5,23,16,0.71,9.7,0.19,-0.18,41.3,1.37,1,2,0.061,57.3,0.62,0.33
3.9,7,110,100,12.6,0.69,0.075,1.09,5.9,29,24,0.83,5.3,0.1,-0.65,37.4,1.77,2,4,0.069,38.2,0.62,0.36
7.7,18,65,71,9.6,0.57,0.185,0.9,7.7,19,18,0.94,7.3,0.01,0.08,43.8,0.73,3,0,0.011,50.8,0.79,0.32
15.0,13,90,102,7.4,0.2,0.051,0.87,9.3,28,24,0.84,3.6,0.18,-0.28,46.6,2.01,4,4,0.072,55.5,0.71,0.6
5.6,11,101,141,7.6,0.57,0.063,0.71,18.2,31,30,0.96,5.5,0.07,0.13,48.1,1.37,0,1,0.068,33.3,0.75,0.38
12.9,19,57,113,10.2,0.16,0.058,0.6,9.1,25,24,0.95,7.4,0.13,-0.11,40.2,1.62,0,2,0.043,57.3,0.72,0.44
13.0,9,68,100,10.6,0.1,0.085,0.67,5.6,26,25,0.96,1.0,0.0,-0.2,44.6,0.38,2,1,0.022,35.1,0.73,0.54
6.3,13,54,95,7.7,0.13,0.355,0.6,12.7,24,18,0.74,4.1,0.3,0.19,41.6,1.61,3,0,0.017,34.5,0.69,0.43
9.7,9,59,109,8.6,0.26,0.117,0.6,12.1,25,19,0.77,6.5,0.13,-0.01,45.5,0.98,0,0,0.039,57.3,0.67,0.43
12.9,13,47,122,16.7,0.04,0.155,0.6,9.5,22,16,0.71,5.8,0.29,0.07,42.0,1.32,1,0,0.041,54.5,0.6,0.49
6.9,16,57,118,16.9,0.13,0.215,0.6,11.2,23,23,0.99,4.6,0.02,0.14,38.7,0.72,5,2,0.052,51.9,0.75,0.23
7.4,14,115,90,11.3,0.07,0.097,1.26,16.9,33,25,0.77,7.8,0.24,-0.0,47.3,1.06,3,2,0.064,30.0,0.63,0.44
6.3,13,57,109,3.3,0.7,0.184,0.6,15.4,34,28,0.81,3.9,0.17,-0.48,42.4,1.42,0,0,0.075,39.2,0.6,0.43
5.0,9,83,114,12.7,0.22,0.132,0.72,14.9,24,19,0.78,2.3,0.22,0.26,40.6,1.36,3,0,0.064,55.3,0.65,0.38
6.1,12,67,69,17.8,0.45,0.38,0.96,6.1,23,16,0.71,9.6,0.23,0.14,42.7,1.94,1,0,0.073,79.3,0.64,0.34
4.3,21,109,105,16.8,0.21,0.036,1.03,26.4,23,18,0.78,9.1,0.26,-0.17,39.1,0.57,5,2,0.04,72.2,0.65,0.31
8.1,10,112,35,13.7,0.28,0.021,1.4,17.3,23,17,0.73,4.2,0.28,-0.1,43.7,1.47,3,0,0.003,38.0,0.67,0.4
5.7,11,101,114,17.1,0.08,0.111,0.88,14.6,23,19,0.82,5.8,0.2,0.2,41.2,1.45,1,2,0.004,35.1,0.65,0.15
8.7,13,87,119,10.3,0.18,0.112,0.72,6.2,31,31,0.99,8.5,0.0,-0.01,38.8,1.27,1,2,0.021,70.9,0.81,0.45
3.3,16,74,122,13.1,0.34,0.007,0.6,16.7,21,19,0.91,6.1,0.07,-0.45,50.0,1.04,2,0,0.049,54.0,0.7,0.4
9.0,6,50,88,6.6,0.08,0.107,0.6,9.5,28,26,0.91,7.6,0.11,-0.12,38.0,2.05,1,4,0.027,38.0,0.74,0.31
10.5,7,128,109,11.5,0.19,0.262,1.16,11.0,21,18,0.84,7.4,0.24,-0.1,43.4,2.52,0,2,0.013,46.9,0.72,0.5
2.0,18,61,142,16.6,0.32,0.067,0.6,5.0,27,25,0.94,5.0,0.0,0.09,42.2,0.64,1,0,0.068,30.0,0.78,0.23
9.1,16,96,142,7.1,0.13,0.101,0.67,5.8,20,19,0.97,7.5,0.0,0.5,37.9,1.04,2,1,0.079,60.1,0.88,0.26
11.7,14,106,99,5.7,0.6,0.056,1.06,14.2,28,28,0.99,3.1,0.02,-0.21,40.7,1.0,1,1,0.001,66.0,0.71,0.43
4.4,8,66,104,10.5,0.27,0.076,0.63,17.0,27,20,0.73,7.2,0.25,-0.4,36.6,1.36,0,1,0.007,68.1,0.61,0.33
13.0,13,105,133,8.9,0.41,0.031,0.78,15.4,23,22,0.96,5.8,0.04,-0.26,50.0,2.13,2,1,0.04,61.9,0.69,0.56
9.3,10,99,54,13.2,0.26,0.108,1.4,15.3,25,19,0.77,4.9,0.23,-0.0,40.9,1.76,1,1,0.027,40.2,0.68,0.42
5.9,16,123,90,7.7,0.38,0.1,1.35,11.7,23,19,0.82,2.3,0.21,-0.57,41.3,1.42,1,1,0.063,58.4,0.63,0.43
7.8,15,68,140,18.6,0.2,0.054,0.6,10.0,23,18,0.8,6.4,0.18,0.14,49.8,1.51,3,3,0.052,66.9,0.67,0.36
9.7,17,47,129,3.6,0.11,0.014,0.6,13.4,27,24,0.9,6.1,0.04,-0.22,38.7,1.34,1,0,0.005,59.2,0.8,0.39
8.2,13,67,111,16.3,0.12,0.054,0.6,16.1,22,19,0.88,3.5,0.08,-0.21,47.2,1.87,2,4,0.044,57.8,0.7,0.36
9.6,11,85,54,6.2,0.39,0.175,1.4,12.0,21,15,0.73,1.2,0.26,0.37,44.4,1.93,1,3,0.027,47.9,0.62,0.35
5.2,6,81,98,1.0,0.26,0.069,0.82,18.1,18,17,0.93,1.1,0.0,0.47,35.0,1.8,1,1,0.077,31.4,0.82,0.14
8.5,17,70,82,11.2,0.18,0.114,0.84,10.9,31,26,0.83,5.2,0.17,-0.03,40.5,0.4,4,3,0.038,72.8,0.71,0.32
3.8,9,32,109,8.7,0.11,0.047,0.6,7.1,25,18,0.7,6.9,0.3,-0.59,43.7,1.51,1,0,0.074,44.5,0.56,0.26
7.7,10,91,75,4.5,0.25,0.039,1.2,11.9,18,15,0.82,11.5,0.16,0.55,42.1,1.41,0,2,0.002,63.2,0.79,0.2
5.3,11,129,69,1.6,0.29,0.051,1.4,12.5,26,22,0.85,5.9,0.16,-0.11,42.2,2.0,3,2,0.008,82.2,0.68,0.35
5.8,8,91,38,10.0,0.4,0.15,1.4,11.6,24,17,0.72,1.1,0.2,-0.02,39.6,1.62,2,0,0.031,58.6,0.63,0.39
11.7,11,95,136,14.9,0.4,0.085,0.69,18.4,22,16,0.75,5.4,0.21,0.17,39.1,1.78,1,0,0.071,62.6,0.68,0.41
11.3,14,94,88,12.9,0.54,0.205,1.06,16.0,38,38,1.0,9.8,0.0,-0.49,40.8,1.25,3,1,0.044,31.0,0.75,0.48
9.8,14,89,104,10.3,0.06,0.031,0.85,5.0,26,25,0.96,4.0,0.08,-0.17,49.8,1.97,1,0,0.066,34.1,0.74,0.43
4.7,16,103,99,12.4,0.36,0.166,1.03,19.7,30,22,0.74,9.4,0.3,-0.22,38.4,2.12,1,3,0.023,64.0,0.61,0.28
7.1,9,89,67,9.9,0.24,0.205,1.31,5.0,29,25,0.87,6.5,0.08,0.06,40.1,0.69,0,0,0.009,36.8,0.72,0.45
11.6,13,72,62,2.9,0.28,0.165,1.14,22.8,23,19,0.81,7.9,0.17,-0.47,42.1,0.85,3,3,0.02,30.0,0.58,0.52
8.4,11,60,69,2.9,0.21,0.071,0.86,10.6,31,27,0.86,11.6,0.1,0.1,36.1,1.88,2,0,0.052,30.0,0.72,0.29
15.0,16,73,78,9.0,0.09,0.052,0.92,11.1,26,22,0.84,1.0,0.17,-0.06,43.7,1.41,3,1,0.07,41.8,0.63,0.55
9.2,11,87,110,9.2,0.18,0.202,0.78,11.7,17,12,0.71,8.7,0.26,0.35,36.8,2.01,1,1,0.036,41.6,0.64,0.32
8.6,9,72,76,14.3,0.27,0.079,0.94,13.9,25,20,0.79,5.7,0.22,0.18,37.7,1.62,3,1,0.015,60.0,0.66,0.36
7.1,12,87,152,13.8,0.35,0.099,0.6,12.0,20,15,0.74,3.2,0.3,-0.28,37.5,1.85,1,1,0.051,30.2,0.63,0.32
8.4,15,90,130,13.0,0.38,0.077,0.69,11.3,18,15,0.85,5.7,0.09,-0.05,35.4,1.13,2,0,0.016,65.7,0.69,0.35
7.5,14,100,124,8.6,0.12,0.211,0.8,18.5,25,24,0.97,11.1,0.04,0.36,47.1,1.67,4,1,0.046,30.0,0.83,0.36
10.1,12,112,96,3.1,0.3,0.218,1.15,14.8,25,25,1.0,10.0,0.0,0.19,44.1,1.67,0,0,0.008,30.0,0.74,0.28
10.9,12,81,145,12.1,0.37,0.026,0.6,7.2,29,29,0.98,1.0,0.0,-0.32,45.7,1.16,2,0,0.065,47.1,0.74,0.44
5.6,18,47,93,12.6,0.32,0.199,0.6,15.7,20,20,1.0,3.7,0.0,0.73,45.3,2.0,4,0,0.064,45.8,0.84,0.18
4.0,20,71,99,1.0,0.04,0.013,0.71,14.6,24,17,0.7,8.8,0.28,-0.48,41.3,0.55,2,3,0.043,53.7,0.61,0.35
2.5,13,81,105,5.8,0.31,0.11,0.76,9.3,18,17,0.92,5.9,0.07,0.78,41.9,1.6,3,0,0.003,30.0,0.89,0.08
9.5,7,34,121,6.5,0.21,0.155,0.6,16.0,12,9,0.78,5.9,0.19,0.04,46.1,0.85,1,1,0.022,50.3,0.62,0.43
4.7,7,114,119,10.6,0.21,0.089,0.95,11.2,29,28,0.96,1.3,0.03,-0.12,48.6,0.99,3,1,0.011,30.0,0.74,0.33
2.0,11,83,85,6.0,0.52,0.007,0.97,10.9,14,13,0.94,3.8,0.07,-0.68,37.0,1.99,2,3,0.042,30.0,0.75,0.38
9.2,9,89,84,9.8,0.47,0.278,1.05,10.8,23,19,0.83,1.9,0.19,0.15,50.0,0.95,2,1,0.008,72.4,0.67,0.54
15.0,11,114,119,8.9,0.21,0.203,0.95,5.0,28,24,0.84,1.0,0.16,-0.53,36.7,0.93,2,2,0.07,60.7,0.65,0.54
8.0,14,64,121,9.2,0.25,0.123,0.6,9.4,36,28,0.78,2.2,0.19,0.02,40.2,1.79,2,4,0.068,44.9,0.64,0.36
10.5,12,94,88,6.4,0.13,0.157,1.06,15.6,24,19,0.79,3.2,0.27,0.41,42.3,0.94,3,1,0.012,30.0,0.67,0.4
8.2,10,77,52,6.8,0.09,0.186,1.4,11.9,26,26,0.99,3.7,0.08,-0.32,42.7,2.01,3,1,0.056,38.1,0.7,0.42
7.7,8,75,93,4.6,0.5,0.04,0.8,5.6,20,19,0.97,3.5,0.0,0.32,49.9,1.82,1,3,0.056,51.7,0.86,0.32
10.8,9,60,118,11.9,0.6,0.039,0.6,16.8,27,20,0.76,9.1,0.25,-0.39,46.0,1.11,1,4,0.032,38.1,0.59,0.47
7.1,15,121,154,12.9,0.52,0.102,0.78,10.5,25,20,0.78,3.3,0.19,0.25,43.7,1.99,1,2,0.012,68.4,0.7,0.25
8.8,6,70,64,6.1,0.73,0.456,1.08,5.9,27,20,0.73,10.3,0.3,-0.18,46.1,0.53,1,2,0.011,54.4,0.59,0.48
9.0,11,97,87,17.6,0.37,0.133,1.1,23.0,18,18,1.0,4.5,0.0,0.09,43.4,1.74,2,1,0.059,31.2,0.81,0.25
6.0,14,33,88,8.4,0.27,0.104,0.6,6.7,27,26,0.97,7.3,0.03,0.43,39.3,0.88,1,2,0.018,30.0,0.85,0.23
11.0,9,109,140,17.7,0.37,0.142,0.77,16.4,29,25,0.87,7.4,0.16,0.13,43.9,1.24,2,1,0.048,58.1,0.72,0.42
7.5,11,106,98,6.8,0.33,0.144,1.07,8.2,23,21,0.91,3.3,0.08,-0.22,42.3,1.27,1,1,0.069,57.6,0.61,0.36
5.7,21,82,72,1.0,0.36,0.012,1.12,12.7,30,28,0.92,5.0,0.16,0.48,38.6,2.14,3,0,0.047,56.3,0.76,0.16
9.6,10,74,116,12.0,0.29,0.021,0.63,7.5,33,25,0.76,4.5,0.26,-0.63,47.1,1.25,3,0,0.078,70.3,0.56,0.44
5.3,8,90,87,11.2,0.31,0.186,1.02,5.8,37,36,0.98,7.1,0.07,0.12,41.8,1.46,1,1,0.052,51.9,0.8,0.33
8.1,15,137,63,10.2,0.43,0.215,1.4,14.6,34,29,0.86,5.6,0.13,-0.28,37.5,1.28,3,0,0.025,46.4,0.65,0.41
8.0,10,35,73,6.8,0.14,0.106,0.6,14.0,18,13,0.73,3.8,0.27,-0.61,38.1,1.01,2,0,0.068,56.5,0.63,0.5
11.3,11,99,152,9.8,0.46,0.095,0.65,17.7,31,25,0.82,6.4,0.22,-0.46,44.1,0.98,3,0,0.025,63.5,0.66,0.51
9.4,11,57,111,7.4,0.41,0.021,0.6,11.8,24,21,0.88,7.0,0.16,-0.07,46.2,1.65,1,0,0.078,55.3,0.75,0.34
7.9,12,79,103,8.5,0.06,0.057,0.76,23.1,25,20,0.81,11.6,0.13,0.07,43.9,1.49,2,0,0.038,45.5,0.77,0.31
10.5,17,73,92,14.2,0.38,0.171,0.78,13.3,27,25,0.91,6.2,0.1,0.32,43.9,1.88,3,0,0.076,59.5,0.73,0.45
12.2,15,69,108,10.9,0.53,0.098,0.63,14.8,17,16,0.96,6.0,0.06,0.48,38.8,1.38,1,0,0.015,46.4,0.77,0.44
9.7,10,79,108,13.0,0.16,0.199,0.72,5.2,31,29,0.93,7.3,0.06,0.12,42.4,1.4,4,0,0.001,37.7,0.76,0.32
8.0,5,51,108,8.8,0.45,0.162,0.6,8.9,23,21,0.89,3.2,0.13,-0.16,40.7,1.88,0,0,0.016,46.8,0.74,0.45
4.1,12,105,103,8.3,0.6,0.136,1.01,14.6,31,26,0.85,1.0,0.14,0.27,41.2,1.31,2,2,0.008,40.2,0.72,0.18
4.8,13,35,126,4.2,0.34,0.044,0.6,11.6,18,14,0.78,5.1,0.11,-0.2,41.6,0.78,4,1,0.059,43.7,0.66,0.28
7.1,21,93,100,8.1,0.42,0.108,0.92,12.9,38,32,0.84,9.2,0.1,-0.48,39.4,1.92,4,2,0.021,32.3,0.7,0.44
6.2,8,71,70,1.0,0.11,0.099,1.0,7.9,21,17,0.79,9.7,0.26,0.12,45.0,1.16,1,0,0.051,60.0,0.71,0.33
7.4,12,50,81,7.0,0.47,0.086,0.61,12.6,23,23,0.98,1.0,0.01,0.49,38.0,1.53,3,1,0.053,48.2,0.8,0.19
8.2,6,85,40,9.6,0.34,0.076,1.4,12.6,28,27,0.97,8.0,0.04,-0.18,36.8,1.19,2,1,0.055,55.7,0.76,0.4
9.6,12,41,160,12.8,0.53,0.104,0.6,6.1,26,19,0.75,1.0,0.25,0.44,38.9,1.01,2,1,0.067,52.2,0.67,0.35
7.8,12,80,125,8.7,0.49,0.289,0.63,15.2,21,20,0.95,7.4,0.01,0.26,45.5,0.55,2,2,0.012,31.5,0.73,0.41
9.5,14,44,75,11.7,0.33,0.086,0.6,5.0,23,21,0.91,7.2,0.07,0.16,43.4,1.67,1,0,0.004,64.8,0.81,0.31
8.2,12,91,91,1.0,0.34,0.48,0.99,12.9,34,34,0.99,1.0,0.02,-0.08,35.0,0.0,0,3,0.002,41.6,0.67,0.44
2.1,13,56,80,9.7,0.23,0.204,0.69,20.8,29,24,0.84,9.0,0.18,0.22,44.4,2.15,1,1,0.008,39.6,0.72,0.28
5.2,11,68,146,1.6,0.32,0.047,0.6,15.4,28,26,0.92,11.2,0.19,-0.55,41.8,2.02,1,2,0.03,48.2,0.67,0.47
7.6,7,87,57,4.0,0.6,0.052,1.4,15.4,25,21,0.86,5.8,0.12,-0.12,40.3,1.05,3,2,0.077,48.5,0.71,0.29
4.4,12,60,103,9.1,0.31,0.313,0.6,7.5,21,15,0.72,6.4,0.3,-0.42,41.0,2.29,1,0,0.028,84.0,0.56,0.44
9.8,11,78,96,16.4,0.6,0.019,0.8,20.8,21,15,0.71,10.4,0.24,-0.54,36.7,2.53,1,1,0.036,53.9,0.63,0.49
12.6,16,42,124,11.9,0.6,0.066,0.6,18.9,25,18,0.74,2.6,0.29,0.07,42.7,1.36,4,1,0.065,37.7,0.65,0.36
11.7,6,95,96,10.1,0.17,0.073,0.98,7.8,26,21,0.79,2.7,0.22,-0.02,36.9,1.71,2,0,0.073,73.5,0.71,0.46
7.4,17,124,47,9.9,0.28,0.122,1.4,9.6,31,24,0.78,3.5,0.22,0.13,40.6,1.57,3,2,0.078,30.0,0.68,0.43
12.5,14,149,92,6.4,0.19,0.168,1.4,18.3,24,22,0.92,6.1,0.08,-0.06,40.6,2.26,2,2,0.066,37.8,0.69,0.51
8.4,13,82,70,7.3,0.52,0.049,1.15,21.0,32,29,0.91,6.1,0.05,0.34,45.1,0.8,2,1,0.04,36.7,0.8,0.32
7.0,15,99,102,12.1,0.32,0.081,0.96,5.7,26,26,0.99,4.3,0.05,0.07,42.2,1.39,1,1,0.018,44.9,0.8,0.28
6.2,13,35,143,3.1,0.33,0.144,0.6,7.0,23,18,0.79,5.1,0.16,-0.21,44.8,1.96,2,1,0.048,50.2,0.65,0.36
7.1,13,117,47,13.0,0.48,0.15,1.4,11.3,29,28,0.98,4.4,0.03,-0.13,37.2,1.91,4,2,0.016,51.5,0.74,0.33
6.8,11,99,75,8.1,0.71,0.22,1.3,5.0,22,19,0.88,4.5,0.15,-0.65,41.6,1.48,2,1,0.004,51.3,0.68,0.45
8.5,14,67,83,14.1,0.7,0.021,0.8,12.1,24,20,0.85,3.7,0.22,0.23,44.1,2.2,2,1,0.074,54.4,0.69,0.3
8.5,7,110,88,14.8,0.27,0.195,1.24,17.9,37,33,0.9,3.7,0.15,0.27,47.0,1.62,1,2,0.039,44.1,0.72,0.38
8.0,12,73,122,1.6,0.62,0.079,0.6,5.0,26,24,0.91,1.0,0.12,0.86,37.4,1.56,0,2,0.041,64.3,0.84,0.12
9.3,16,68,94,7.1,0.46,0.16,0.72,12.6,24,18,0.75,5.3,0.22,-0.22,38.6,1.85,1,0,0.049,30.0,0.63,0.41
11.6,12,91,112,5.7,0.45,0.043,0.81,9.1,29,27,0.93,1.0,0.04,-0.14,44.0,1.47,1,0,0.036,30.0,0.68,0.46
10.8,11,53,81,1.0,0.74,0.188,0.65,20.2,21,19,0.92,8.3,0.03,-0.44,48.4,1.53,3,1,0.036,56.1,0.67,0.45
3.5,12,105,106,4.8,0.14,0.034,0.98,9.2,27,27,1.0,4.3,0.0,0.39,43.1,1.11,2,0,0.073,40.0,0.83,0.22
2.0,9,53,123,22.2,0.27,0.168,0.6,19.6,27,26,0.97,5.6,0.03,0.29,37.6,2.97,0,1,0.065,70.8,0.78,0.19
10.8,12,53,78,13.0,0.6,0.176,0.67,9.0,21,19,0.91,4.9,0.06,0.51,37.6,1.26,1,3,0.017,60.6,0.78,0.33
3.9,7,57,123,19.6,0.26,0.075,0.6,15.9,34,31,0.91,5.3,0.15,-0.32,42.5,1.86,0,1,0.023,53.8,0.71,0.39
7.3,20,98,101,14.1,0.4,0.378,0.96,13.3,34,33,0.98,9.8,0.0,0.31,43.4,2.45,1,0,0.053,37.7,0.79,0.42
4.5,8,64,131,6.3,0.22,0.196,0.6,11.3,18,18,0.99,1.9,0.01,-0.07,41.1,0.83,3,2,0.046,55.1,0.76,0.36
2.6,10,46,93,8.1,0.25,0.057,0.6,8.0,21,20,0.95,1.1,0.04,0.46,37.7,1.81,2,0,0.061,39.1,0.7,0.14
9.6,10,64,111,12.9,0.44,0.125,0.6,13.6,34,32,0.93,6.4,0.0,0.26,46.4,1.51,0,1,0.058,45.9,0.77,0.36
